gene_ID	Description/PFAM
Ga0573226_01_752246_753277	BPD_transp_2
Ga0573226_01_753279_754022	ABC_tran
Ga0573226_01_754022_754717	ABC_tran
Ga0573226_01_754721_755344	ABC_tran
Ga0573226_01_755341_755661	Cupin_2
Ga0573226_01_755654_756655	GFO_IDH_MocA
Ga0573226_01_756652_757473	adh_short_C2
Ga0573226_01_757470_759191	ILVD_EDD
Ga0573226_01_759219_760658	Aldedh
Ga0573226_01_760662_761435	HpcH_HpaI
Ga0573226_01_761627_761803	GO:0003824
Ga0573226_01_763559_764776	ArmDNAbind_3
Ga0573226_01_765045_766085	DJ1_PfpI
Ga0573226_01_766199_767302	Methyltransf_31
Ga0573226_01_767547_768779	Pyr_redox_3
Ga0573226_01_770196_771377	Aminotran_5
Ga0573226_01_771374_771988	
Ga0573226_01_772567_774051	Aldedh
Ga0573226_01_774125_775069	Cyclase
Ga0573226_01_775152_776324	FeADH
Ga0573226_01_776333_776989	ABC_tran
Ga0573226_01_776989_777789	ABC_tran
Ga0573226_01_777791_778771	BPD_transp_2
Ga0573226_01_778768_779664	BPD_transp_2
Ga0573226_01_779810_781135	Peripla_BP_6
Ga0573226_01_781385_782620	Peripla_BP_6
Ga0573226_01_782617_783945	HTH_8
Ga0573226_01_783942_785624	HAMP
Ga0573226_01_785962_786141	
Ga0573226_01_786138_786719	DUF697
Ga0573226_01_786817_787953	Band_7
Ga0573226_01_788237_788908	Methyltransf_25
Ga0573226_01_789110_790456	Bac_luciferase
Ga0573226_01_790539_804215	AMPbinding
Ga0573226_01_804205_805755	HpaB
Ga0573226_01_805780_805989	MbtH
Ga0573226_01_806037_807677	ABC_membrane
Ga0573226_01_807713_808414	ACPS
Ga0573226_01_808435_809556	TonB_C
Ga0573226_01_809553_809939	ExbD
Ga0573226_01_809944_810318	ExbD
Ga0573226_01_810308_811021	MotA_ExbB
Ga0573226_01_811047_811469	
Ga0573226_01_811858_813096	Sacchrp_dh_C
Ga0573226_01_813146_814243	Orn_DAP_Arg_deC
Ga0573226_01_815636_816700	Ada_Zn_binding
Ga0573226_01_816818_817627	Pantoate_transf
Ga0573226_01_817664_818515	GO:0003824
Ga0573226_01_819555_820088	
Ga0573226_01_820216_820971	NYN
Ga0573226_01_821194_821934	DUF3750
Ga0573226_01_822414_824261	ABC_membrane
Ga0573226_01_824702_826318	TPP_enzyme_C
Ga0573226_01_826315_827589	CoA_transf_3
Ga0573226_01_827954_828808	Abhydrolase_2
Ga0573226_01_828956_829741	Ion_trans_2
Ga0573226_01_829956_830717	adh_short
Ga0573226_01_830854_835275	DUF4347
Ga0573226_01_835887_836366	DUF302
Ga0573226_01_836473_837618	Sulf_transp
Ga0573226_01_837908_839293	
Ga0573226_01_839331_840611	OpgC_C
Ga0573226_01_840781_842940	MCPsignal
Ga0573226_01_843351_843635	DUF1150
Ga0573226_01_843667_844086	HSP20
Ga0573226_01_844258_845118	HTH_1
Ga0573226_01_845598_845999	DUF4440
Ga0573226_01_846218_847036	Sigma70_r2
Ga0573226_01_847186_847545	YjbR
Ga0573226_01_847535_848719	MFS_1
Ga0573226_01_849167_850045	His_Phos_1
Ga0573226_01_850050_850640	HD
Ga0573226_01_850905_851690	Methyltransf_21
Ga0573226_01_851687_853078	Glyco_transf_9
Ga0573226_01_853319_853768	
Ga0573226_01_853749_854582	
Ga0573226_01_854955_855770	Glyco_tranf_2_3
Ga0573226_01_855936_856790	HTH_1
Ga0573226_01_857114_858739	TPP_enzyme_C
Ga0573226_01_858789_860687	DUF839
Ga0573226_01_861075_861908	
Ga0573226_01_864227_865315	dCache_1
Ga0573226_01_865320_867299	Cellulose_synt
Ga0573226_01_867301_868494	HlyD_3
Ga0573226_01_868706_869332	Ferric_reduct
Ga0573226_01_869341_869838	
Ga0573226_01_870133_870567	BON
Ga0573226_01_870691_871131	YHS
Ga0573226_01_871867_872541	DUF2161
Ga0573226_01_873149_873874	HTH_11
Ga0573226_01_873853_874572	Spermine_synth
Ga0573226_01_874689_875216	Usp
Ga0573226_01_875452_876450	Aldo_ket_red
Ga0573226_01_877840_879027	Peptidase_S13
Ga0573226_01_879314_880300	DUF4917
Ga0573226_01_880923_881522	
Ga0573226_01_883170_884561	Amidase
Ga0573226_01_884799_885098	DNA_pol3_alpha
Ga0573226_01_885137_885889	adh_short_C2
Ga0573226_01_886001_886903	HTH_1
Ga0573226_01_887057_890446	DNA_pol3_alpha
Ga0573226_01_891531_892997	IMS
Ga0573226_01_892951_893526	
Ga0573226_01_895217_896527	SBP_bac_8
Ga0573226_01_896648_897529	BPD_transp_1
Ga0573226_01_897540_898382	BPD_transp_1
Ga0573226_01_898391_899467	ABC_tran
Ga0573226_01_900087_901211	DNA_alkylation
Ga0573226_01_901300_901872	GSHPx
Ga0573226_01_901962_902312	CMD
Ga0573226_01_902325_903167	PEP_mutase
Ga0573226_01_903261_904109	HTH_1
Ga0573226_01_904226_905113	EamA
Ga0573226_01_905368_906612	Tad
Ga0573226_01_908104_908550	Hydrolase_3
Ga0573226_01_910472_911230	NTP_transf_3
Ga0573226_01_911227_912696	
Ga0573226_01_912693_913640	
Ga0573226_01_913642_914430	Glycos_transf_2
Ga0573226_01_914439_914966	GtrA
Ga0573226_01_915239_916588	DUF2252
Ga0573226_01_917310_918740	Relaxase
Ga0573226_01_920320_921450	DUF3800
Ga0573226_01_921481_922377	
Ga0573226_01_925306_929190	
Ga0573226_01_929297_933862	
Ga0573226_01_934414_935031	HTH_7
Ga0573226_01_944203_945597	Recombinase
Ga0573226_01_945776_946168	FYDLN_acid
Ga0573226_01_946475_947830	GO:0003824
Ga0573226_01_947827_948453	GO:0003824
Ga0573226_01_948725_950425	S1
Ga0573226_01_950533_951198	Aldolase_II
Ga0573226_01_951204_952196	HTH_23
Ga0573226_01_952193_953302	IF2B
Ga0573226_01_953299_954561	APH
Ga0573226_01_954700_956250	ABC_tran
Ga0573226_01_956260_957273	BPD_transp_2
Ga0573226_01_957311_958354	Peripla_BP_4
Ga0573226_01_958516_959181	
Ga0573226_01_959402_961336	FAD_binding_3
Ga0573226_01_961630_962100	MarR
Ga0573226_01_962240_962668	FKBP_C
Ga0573226_01_962766_963812	DctP
Ga0573226_01_963855_965138	DctM
Ga0573226_01_965135_965644	DctQ
Ga0573226_01_965817_966740	HTH_6
Ga0573226_01_966903_967889	Peptidase_S49
Ga0573226_01_967905_968204	GO:0003676
Ga0573226_01_968269_968634	LapA_dom
Ga0573226_01_968647_969555	OCD_Mu_crystall
Ga0573226_01_970114_970608	AsnC_trans_reg
Ga0573226_01_970867_972006	GCV_T
Ga0573226_01_972048_972497	OsmC
Ga0573226_01_972594_972977	Glyoxalase
Ga0573226_01_973070_973678	GO:0005623
Ga0573226_01_973880_974512	GrpE
Ga0573226_01_974657_974977	Thioredoxin
Ga0573226_01_975063_978572	PDDEXK_1
Ga0573226_01_978569_981715	PDDEXK_1
Ga0573226_01_981718_982452	NTP_transf_3
Ga0573226_01_982495_984021	APH
Ga0573226_01_984030_986540	GO:0005623
Ga0573226_01_986786_988174	GO:0003674
Ga0573226_01_989565_990872	CMAS
Ga0573226_01_990976_991260	GO:0005622
Ga0573226_01_991269_991673	EIIAman
Ga0573226_01_991810_992277	GO:0005622
Ga0573226_01_992274_994091	HAMP
Ga0573226_01_994102_994800	GO:0001067
Ga0573226_01_995372_996982	GO:0003824
Ga0573226_01_997121_997456	XdhC_CoxI
Ga0573226_01_997473_998099	LysE
Ga0573226_01_998103_998798	XdhC_C
Ga0573226_01_998795_1000411	MoCF_biosynth
Ga0573226_01_1000697_1000903	
Ga0573226_01_1001642_1004932	EAL
Ga0573226_01_1005314_1005721	GO:0005622
Ga0573226_01_1005819_1007243	ATPsynt_ab
Ga0573226_01_1007363_1008247	ATPsynt
Ga0573226_01_1008281_1009810	ATPsynt_ab
Ga0573226_01_1009810_1010370	OSCP
Ga0573226_01_1010689_1011048	DUF1428
Ga0573226_01_1011585_1013780	DEAD
Ga0573226_01_1014070_1014723	TAL_FSA
Ga0573226_01_1015179_1015691	T6SS_HCP
Ga0573226_01_1016101_1017060	Phage_int_SAM_1
Ga0573226_01_1018109_1018513	
Ga0573226_01_1019033_1020010	Metallophos
Ga0573226_01_1020029_1020667	Cation_efflux
Ga0573226_01_1020753_1021172	MerR
Ga0573226_01_1021247_1022023	Methyltransf_11
Ga0573226_01_1022037_1023518	
Ga0573226_01_1023685_1025088	GO:0003674
Ga0573226_01_1025133_1025891	adh_short_C2
Ga0573226_01_1025911_1027335	Peptidase_C14
Ga0573226_01_1027382_1027996	LysE
Ga0573226_01_1028038_1029546	2oxoacid_dh
Ga0573226_01_1029612_1032599	2oxogl_dehyd_N
Ga0573226_01_1032817_1033722	CoA_binding
Ga0573226_01_1033723_1034922	GO:0003824
Ga0573226_01_1034995_1035957	GO:0003824
Ga0573226_01_1036131_1037288	GO:0005622
Ga0573226_01_1038185_1038967	
Ga0573226_01_1039042_1039566	Inh
Ga0573226_01_1040116_1040493	MAPEG
Ga0573226_01_1040611_1041504	Acyltransferase
Ga0573226_01_1041608_1043497	GO:0003676
Ga0573226_01_1044157_1044801	PMSR
Ga0573226_01_1044918_1045295	
Ga0573226_01_1045393_1046832	CreD
Ga0573226_01_1047067_1048260	
Ga0573226_01_1048221_1049042	Methyltransf_23
Ga0573226_01_1051317_1052099	Fer2_3
Ga0573226_01_1052169_1053014	Methyltransf_21
Ga0573226_01_1053025_1054851	FAD_binding_2
Ga0573226_01_1054857_1055240	Sdh_cyt
Ga0573226_01_1055252_1055650	GO:0005623
Ga0573226_01_1056825_1057757	Glutaminase
Ga0573226_01_1058543_1059253	EI24
Ga0573226_01_1059678_1060424	Methyltransf_25
Ga0573226_01_1060670_1061278	RecR
Ga0573226_01_1061478_1061798	YbaB_DNA_bd
Ga0573226_01_1061888_1063819	DNA_pol3_delta2
Ga0573226_01_1063903_1064301	
Ga0573226_01_1064288_1064602	
Ga0573226_01_1065059_1065691	LysE
Ga0573226_01_1065830_1066249	HIT
Ga0573226_01_1066647_1067597	NUDIX
Ga0573226_01_1067597_1068175	His_Phos_1
Ga0573226_01_1068489_1069703	PG_binding_1
Ga0573226_01_1069793_1071058	STAS
Ga0573226_01_1071091_1072722	GO:0003674
Ga0573226_01_1072733_1073917	GO:0005623
Ga0573226_01_1073921_1075045	GO:0005215
Ga0573226_01_1075112_1076998	SBP_bac_5
Ga0573226_01_1076995_1078875	SBP_bac_5
Ga0573226_01_1078986_1080419	GGDEF
Ga0573226_01_1080563_1081114	Cytochrom_C
Ga0573226_01_1081313_1082047	CTP_transf_3
Ga0573226_01_1082076_1082984	PDT
Ga0573226_01_1083022_1084023	PfkB
Ga0573226_01_1084512_1085144	GST_C
Ga0573226_01_1087565_1088185	GO:0003824
Ga0573226_01_1088218_1089027	GO:0003824
Ga0573226_01_1089452_1092205	EAL
Ga0573226_01_1092264_1094399	GO:0003674
Ga0573226_01_1094729_1094998	GO:0005622
Ga0573226_01_1095206_1096150	GO:0003674
Ga0573226_01_1096357_1096764	RBFA
Ga0573226_01_1097006_1099741	GTP_EFTU
Ga0573226_01_1099772_1100407	DUF448
Ga0573226_01_1100543_1102201	HHH_5
Ga0573226_01_1102278_1102871	GO:0005575
Ga0573226_01_1103171_1103860	GO:0003674
Ga0573226_01_1103983_1105155	GO:0003824
Ga0573226_01_1105267_1105671	HTH_3
Ga0573226_01_1105861_1107477	CN_hydrolase
Ga0573226_01_1107584_1108780	CBS
Ga0573226_01_1108819_1109331	UPF0054
Ga0573226_01_1109347_1110480	PhoH
Ga0573226_01_1110497_1111975	Radical_SAM
Ga0573226_01_1112101_1112967	Acyltransferase
Ga0573226_01_1112960_1113409	FUR
Ga0573226_01_1113453_1113941	Acetyltransf_1
Ga0573226_01_1113938_1114615	Peptidase_M22
Ga0573226_01_1114795_1115352	Nfu_N
Ga0573226_01_1115543_1116046	Usp
Ga0573226_01_1116174_1116941	GGDEF
Ga0573226_01_1116959_1118263	AAA_2
Ga0573226_01_1118267_1118785	Acetyltransf_8
Ga0573226_01_1118792_1119352	Proteasome
Ga0573226_01_1119477_1120052	FMN_red
Ga0573226_01_1120179_1120841	Methyltransf_25
Ga0573226_01_1120957_1122084	DnaJ
Ga0573226_01_1122245_1124167	HSP70
Ga0573226_01_1124539_1125390	
Ga0573226_01_1125413_1126036	2OGFeII_Oxy_2
Ga0573226_01_1126033_1126503	OsmC
Ga0573226_01_1126611_1127267	FCD
Ga0573226_01_1127334_1128914	ABC1
Ga0573226_01_1128918_1129721	Ubie_methyltran
Ga0573226_01_1129900_1130793	Fapy_DNA_glyco
Ga0573226_01_1130937_1131710	ECH_1
Ga0573226_01_1131886_1132152	Ribosomal_S20p
Ga0573226_01_1132800_1133240	Rhodanese
Ga0573226_01_1133394_1134875	GO:0003676
Ga0573226_01_1135145_1136263	DNA_pol3_beta
Ga0573226_01_1136301_1137449	AAA_21
Ga0573226_01_1137582_1140035	DNA_gyraseB
Ga0573226_01_1140275_1140799	Flavodoxin_5
Ga0573226_01_1141150_1143243	EAL
Ga0573226_01_1143586_1144002	DPBB_1
Ga0573226_01_1144376_1146046	GO:0000719
Ga0573226_01_1146403_1147161	HTH_36
Ga0573226_01_1147194_1147619	MobC
Ga0573226_01_1147441_1147992	Relaxase
Ga0573226_01_1147441_1147992	MobC
Ga0573226_01_1151427_1151972	RES
Ga0573226_01_1154237_1155532	
Ga0573226_01_1156222_1156533	DUF1778
Ga0573226_01_1156955_1157839	Arc
Ga0573226_01_1158358_1159467	Phage_integrase
Ga0573226_01_1159585_1159917	HTH_28
Ga0573226_01_1159886_1160707	HTH_28
Ga0573226_01_1161708_1162355	LysE
Ga0573226_01_1162569_1163330	B3_4
Ga0573226_01_1163338_1163619	CM_2
Ga0573226_01_1163641_1164351	FMN_red
Ga0573226_01_1164368_1165795	UbiD
Ga0573226_01_1165792_1166991	PALP
Ga0573226_01_1167041_1167382	Cupin_2
Ga0573226_01_1167417_1168025	GO:0005575
Ga0573226_01_1168022_1169596	Anth_synt_I_N
Ga0573226_01_1170712_1171191	DUF1772
Ga0573226_01_1171237_1171956	Flavoprotein
Ga0573226_01_1172515_1173279	Response_reg
Ga0573226_01_1178440_1179231	Trp_syntA
Ga0573226_01_1179228_1180061	AfsA
Ga0573226_01_1183086_1183796	IGPS
Ga0573226_01_1183793_1184836	GO:0003674
Ga0573226_01_1184858_1185115	PPbinding
Ga0573226_01_1185137_1186651	AMPbinding
Ga0573226_01_1186662_1187834	AcylCoA_dh_1
Ga0573226_01_1187831_1189081	Ketoacylsynt_C
Ga0573226_01_1190085_1190465	Ectoine_synth
Ga0573226_01_1190765_1191436	Transglut_core
Ga0573226_01_1191399_1192745	HAMP
Ga0573226_01_1192746_1193384	Response_reg
Ga0573226_01_1194970_1195773	LolA_like
Ga0573226_01_1195805_1197196	FtsX
Ga0573226_01_1197209_1197940	ABC_tran
Ga0573226_01_1199746_1200114	YCII
Ga0573226_01_1200107_1201369	Sigma70_r2
Ga0573226_01_1201461_1202981	TctA
Ga0573226_01_1202984_1203463	TctB
Ga0573226_01_1203521_1204504	TctC
Ga0573226_01_1205361_1206422	PHP
Ga0573226_01_1206419_1207504	Glyco_hydro_88
Ga0573226_01_1207527_1210001	
Ga0573226_01_1209998_1211236	HAD_2
Ga0573226_01_1211233_1212264	ABC_tran
Ga0573226_01_1212261_1213295	ABC_tran
Ga0573226_01_1213308_1214438	BPD_transp_1
Ga0573226_01_1214449_1215435	BPD_transp_1
Ga0573226_01_1215564_1217480	SBP_bac_5
Ga0573226_01_1217607_1218665	LacI
Ga0573226_01_1218666_1221770	Alphamann_mid
Ga0573226_01_1221937_1223277	Glyco_hydro_28
Ga0573226_01_1223402_1224685	DctM
Ga0573226_01_1224760_1225767	DctP
Ga0573226_01_1225794_1226288	DctQ
Ga0573226_01_1226328_1227467	MaoC_dehydrat_N
Ga0573226_01_1227506_1229065	AMPbinding
Ga0573226_01_1229210_1229992	HTH_IclR
Ga0573226_01_1229996_1230445	4HBT
Ga0573226_01_1230442_1231704	CoA_transf_3
Ga0573226_01_1231757_1232503	FAA_hydrolase
Ga0573226_01_1232508_1233926	Amidase
Ga0573226_01_1233926_1235218	DctM
Ga0573226_01_1235225_1235779	DctQ
Ga0573226_01_1235840_1236871	DctP
Ga0573226_01_1236953_1237618	FCD
Ga0573226_01_1237970_1238707	FCD
Ga0573226_01_1238868_1239911	SBP_bac_6
Ga0573226_01_1239946_1241040	ABC_tran
Ga0573226_01_1241037_1241882	BPD_transp_1
Ga0573226_01_1241879_1242679	BPD_transp_1
Ga0573226_01_1242694_1243431	Asp_Glu_race
Ga0573226_01_1243444_1244355	Polysacc_deac_1
Ga0573226_01_1244352_1245743	Amidohydro_1
Ga0573226_01_1245715_1246416	Asp_Glu_race
Ga0573226_01_1246924_1247688	
Ga0573226_01_1248236_1248574	
Ga0573226_01_1248606_1249151	
Ga0573226_01_1249155_1251563	HAMP
Ga0573226_01_1251560_1252738	Methyltransf_11
Ga0573226_01_1252735_1253256	
Ga0573226_01_1253506_1254432	Response_reg
Ga0573226_01_1254535_1254963	HATPase_c_2
Ga0573226_01_1255011_1255376	STAS
Ga0573226_01_1257440_1257961	T6SS_VipA
Ga0573226_01_1258015_1259496	VipB
Ga0573226_01_1259612_1260025	GPW_gp25
Ga0573226_01_1260060_1261808	T6SS_TssF
Ga0573226_01_1261805_1262932	T6SS_TssG
Ga0573226_01_1265025_1265516	T6SSSciN
Ga0573226_01_1265635_1266972	T6SS_VasE
Ga0573226_01_1267047_1267892	DotU
Ga0573226_01_1267902_1271516	IcmFrelated
Ga0573226_01_1273007_1274083	Pkinase
Ga0573226_01_1278286_1278798	T6SS_HCP
Ga0573226_01_1278933_1281701	AAA
Ga0573226_01_1281787_1283412	GAF
Ga0573226_01_1283466_1285019	Pkinase
Ga0573226_01_1285483_1286256	
Ga0573226_01_1286286_1286705	
Ga0573226_01_1287849_1289405	TctA
Ga0573226_01_1289406_1289837	TctB
Ga0573226_01_1289945_1290922	TctC
Ga0573226_01_1291177_1292130	DHDPS
Ga0573226_01_1292416_1293099	FCD
Ga0573226_01_1293330_1294559	Creatinase_N
Ga0573226_01_1294770_1295624	BPD_transp_1
Ga0573226_01_1295634_1296902	BPD_transp_1
Ga0573226_01_1296979_1298079	SBP_bac_8
Ga0573226_01_1298162_1299256	ABC_tran
Ga0573226_01_1299751_1300632	HTH_17
Ga0573226_01_1300658_1301122	UPF0066
Ga0573226_01_1301221_1303335	3HCDH
Ga0573226_01_1303410_1304438	APH
Ga0573226_01_1304677_1305912	AcylCoA_dh_1
Ga0573226_01_1305921_1306907	NMO
Ga0573226_01_1306907_1307395	MaoC_dehydratas
Ga0573226_01_1307396_1308214	adh_short
Ga0573226_01_1308211_1309833	AMPbinding
Ga0573226_01_1310002_1310949	Glyco_tranf_2_3
Ga0573226_01_1310939_1311997	Glyco_trans_1_4
Ga0573226_01_1312221_1312898	Methyltransf_11
Ga0573226_01_1312921_1314078	Glyco_tranf_2_4
Ga0573226_01_1315031_1315900	Glycos_transf_2
Ga0573226_01_1316082_1316858	NTP_transferase
Ga0573226_01_1316864_1317910	Epimerase
Ga0573226_01_1317907_1318449	GO:0003674
Ga0573226_01_1318449_1319690	Methyltransf_13
Ga0573226_01_1319739_1320230	Hexapep
Ga0573226_01_1320227_1321060	Epimerase
Ga0573226_01_1321057_1321848	CmcI
Ga0573226_01_1321870_1322778	GO:0003674
Ga0573226_01_1322895_1323818	HTH_1
Ga0573226_01_1323981_1325198	GO:0005622
Ga0573226_01_1325281_1326459	DAO
Ga0573226_01_1326463_1327494	FGase
Ga0573226_01_1327873_1329051	Aminotran_5
Ga0573226_01_1329127_1329441	DUF1272
Ga0573226_01_1329434_1330651	MFS_1
Ga0573226_01_1330702_1331694	DJ1_PfpI
Ga0573226_01_1331891_1332817	
Ga0573226_01_1333905_1335548	PPK2
Ga0573226_01_1335595_1337661	LssY_C
Ga0573226_01_1337845_1338273	Sulf_transp
Ga0573226_01_1338278_1338712	Sulf_transp
Ga0573226_01_1338746_1339639	Lactamase_B
Ga0573226_01_1339738_1341408	DUF442
Ga0573226_01_1341507_1343291	STAS
Ga0573226_01_1343320_1343826	
Ga0573226_01_1343939_1344445	MmcBlike
Ga0573226_01_1344668_1345987	GO:0003824
Ga0573226_01_1346000_1347451	FGGY_C
Ga0573226_01_1347600_1348388	ABC_tran
Ga0573226_01_1348392_1349681	GO:0005215
Ga0573226_01_1349817_1350848	GO:0005488
Ga0573226_01_1351115_1352380	HTH_24
Ga0573226_01_1352377_1353804	DHOR
Ga0573226_01_1354056_1355753	UnbV_ASPIC
Ga0573226_01_1355842_1356246	Ribonuc_LPSP
Ga0573226_01_1356269_1356850	Flavodoxin_2
Ga0573226_01_1356854_1358260	FAD_binding_4
Ga0573226_01_1358263_1359567	GO:0003824
Ga0573226_01_1359567_1360484	BPD_transp_1
Ga0573226_01_1360487_1361326	ABC_tran
Ga0573226_01_1361396_1362406	NMT1
Ga0573226_01_1362580_1363521	HTH_1
Ga0573226_01_1363549_1364376	Creatininase
Ga0573226_01_1365328_1366674	Fer4_20
Ga0573226_01_1366712_1368025	GO:0003824
Ga0573226_01_1368093_1368572	DUF2269
Ga0573226_01_1368572_1369867	DoxX_3
Ga0573226_01_1369929_1372211	CHASE4
Ga0573226_01_1372415_1373926	BCCT
Ga0573226_01_1374093_1375082	NMT1
Ga0573226_01_1375501_1376196	Nitroreductase
Ga0573226_01_1376515_1378350	ATPsynt_ab
Ga0573226_01_1378350_1379093	
Ga0573226_01_1379096_1379797	
Ga0573226_01_1379807_1380256	ATPsynt_C
Ga0573226_01_1380253_1382046	
Ga0573226_01_1382043_1382666	ATPsynt_D
Ga0573226_01_1382666_1384033	ATPsynt_ab
Ga0573226_01_1384940_1386727	EB_dh
Ga0573226_01_1386763_1387782	FAD_binding_6
Ga0573226_01_1387800_1390694	EAL
Ga0573226_01_1390709_1391512	PBP_like_2
Ga0573226_01_1391873_1392907	LacI
Ga0573226_01_1393126_1394361	SBP_bac_1
Ga0573226_01_1394441_1395334	BPD_transp_1
Ga0573226_01_1395327_1396253	BPD_transp_1
Ga0573226_01_1396262_1397353	ABC_tran
Ga0573226_01_1397387_1398133	AP_endonuc_2
Ga0573226_01_1398143_1399264	GFO_IDH_MocA
Ga0573226_01_1399277_1400320	GO:0003824
Ga0573226_01_1400405_1401460	AP_endonuc_2
Ga0573226_01_1401676_1402890	HTH_24
Ga0573226_01_1403206_1404159	Glucokinase
Ga0573226_01_1404160_1405080	HTH_1
Ga0573226_01_1405173_1406342	FAD_binding_3
Ga0573226_01_1406342_1407133	Abhydrolase_1
Ga0573226_01_1407126_1407509	CMD
Ga0573226_01_1407534_1408262	Dioxygenase_C
Ga0573226_01_1408266_1408886	Dioxygenase_C
Ga0573226_01_1409081_1409917	BKACE
Ga0573226_01_1409972_1411285	ADSL_C
Ga0573226_01_1411896_1413251	DctM
Ga0573226_01_1413259_1413768	DctQ
Ga0573226_01_1413768_1414802	DctP
Ga0573226_01_1415106_1416821	TPP_enzyme_C
Ga0573226_01_1417162_1417995	Cupin_2
Ga0573226_01_1418239_1419093	HTH_IclR
Ga0573226_01_1419264_1420454	Aminotran_5
Ga0573226_01_1420451_1421422	PALP
Ga0573226_01_1421442_1422605	Ala_racemase_N
Ga0573226_01_1422909_1423874	OCD_Mu_crystall
Ga0573226_01_1424064_1425077	Gp_dh_C
Ga0573226_01_1425326_1426762	Xan_ur_permease
Ga0573226_01_1426834_1427331	Ureidogly_lyase
Ga0573226_01_1427328_1428743	OHCU_decarbox
Ga0573226_01_1428961_1429314	Transthyretin
Ga0573226_01_1429517_1430851	MS_channel
Ga0573226_01_1431104_1431694	Nitroreductase
Ga0573226_01_1431957_1432733	Sulphotransf
Ga0573226_01_1432885_1434075	MFS_1
Ga0573226_01_1434068_1434847	DeoRC
Ga0573226_01_1434983_1435909	HTH_1
Ga0573226_01_1436031_1437293	Urate_ox_N
Ga0573226_01_1438164_1439063	HTH_1
Ga0573226_01_1439267_1440730	CO_deh_flav_C
Ga0573226_01_1440746_1443088	Ald_Xan_dh_C
Ga0573226_01_1443093_1443947	XdhC_C
Ga0573226_01_1444015_1445598	
Ga0573226_01_1445667_1447040	Amidohydro_1
Ga0573226_01_1447553_1448197	GO:0003824
Ga0573226_01_1448202_1449152	FmdA_AmdA
Ga0573226_01_1449394_1449780	DUF3225
Ga0573226_01_1449780_1450550	5FTHF_cyclig
Ga0573226_01_1450562_1451971	Amidase
Ga0573226_01_1452165_1452830	Isochorismatase
Ga0573226_01_1452830_1454371	ABC_tran
Ga0573226_01_1454368_1455105	Isochorismatase
Ga0573226_01_1455111_1456130	CN_hydrolase
Ga0573226_01_1456142_1457065	BPD_transp_2
Ga0573226_01_1457062_1458177	BPD_transp_2
Ga0573226_01_1458296_1459408	Bmp
Ga0573226_01_1459667_1460644	2OGFeII_Oxy
Ga0573226_01_1460666_1462489	Amidase
Ga0573226_01_1462514_1464166	ABC_tran
Ga0573226_01_1464163_1465047	BPD_transp_1
Ga0573226_01_1465044_1466069	BPD_transp_1
Ga0573226_01_1466075_1467700	SBP_bac_5
Ga0573226_01_1467841_1468770	HTH_1
Ga0573226_01_1468745_1470313	Amidohydro_1
Ga0573226_01_1470310_1471287	DUF1989
Ga0573226_01_1471689_1472435	FCD
Ga0573226_01_1472658_1473758	Bmp
Ga0573226_01_1474098_1475357	Amidohydro_1
Ga0573226_01_1475354_1477873	ABC_tran
Ga0573226_01_1477884_1478759	BPD_transp_2
Ga0573226_01_1478849_1480036	Peripla_BP_6
Ga0573226_01_1480275_1480694	SnoaL_2
Ga0573226_01_1480716_1481405	FCD
Ga0573226_01_1481492_1482244	AP_endonuc_2
Ga0573226_01_1482417_1483808	
Ga0573226_01_1491124_1492299	Thiolase_C
Ga0573226_01_1492296_1493738	AMPbinding
Ga0573226_01_1493761_1494315	BioY
Ga0573226_01_1494462_1495070	CbiQ
Ga0573226_01_1495067_1495843	ABC_tran
Ga0573226_01_1495978_1497381	Aminotran_1_2
Ga0573226_01_1497494_1498090	LysE
Ga0573226_01_1498531_1499457	GO:0001131
Ga0573226_01_1499476_1500294	BKACE
Ga0573226_01_1500298_1501614	Aminotran_3
Ga0573226_01_1501807_1502223	Glucosaminidase
Ga0573226_01_1502236_1502595	GO:0005622
